,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone
275,822,1,17/12/2000,MG,0,Mestrado,5633.6,,0.006,1,Elisabeth Froszen,0
276,340,0,8/3/1982,MG,1,MBA,4800.0,Arrojado,0.6192,1,Isaac Asimov,0
277,204,0,5/11/1989,BA,0,Tecnologo,3861.12,Conservador,0.2066,1,Antonio Assis,0
278,574,1,2/1/1949,BA,0,Pos Doutorado,10077.12,,0.3996,1,Elisabeth Akuma,0
279,2113,0,15/12/1976,AC,1,Tecnologo,3200.0,Arrojado,0.4019,1,Vlad Buda,0
280,665,1,22/9/1951,BA,1,Tecnologo,3200.0,Moderado,0.4305,1,Carlota Santos,0
281,1985,0,17/12/1965,AC,0,Graducao,6513.6,,0.6284,1,Kant Buda,0
282,1649,1,1/8/1956,CE,0,Pos Doutorado,10099.44,,0.4027,1,Irene Bardeen,0
283,890,0,17/5/1990,CE,1,Nao fez,800.0,Arrojado,0.7,1,Antonio Bardeen,0
284,2301,0,14/5/2002,BA,1,Tecnologo,3200.0,Arrojado,0.5185,1,Andre Targino,0
285,1023,1,6/5/1970,RJ,0,Fundamental,1789.12,Arrojado,0.1182,1,Ana Bryant,0
286,412,1,12/8/1978,AC,0,MBA,7875.36,Conservador,0.6407,1,Irene Bryant,0
287,1635,1,2/6/2021,SP,0,Medio,4012.08,,0.6717,1,,0
288,2056,1,20/1/1961,MG,0,Nao fez,1124.48,Conservador,0.4056,1,Gabriela Yamato,0
289,1030,1,7/1/1984,CE,0,Doutorado,9939.2,Conservador,0.553,1,Maria Buda,0
290,492,0,11/10/1956,SP,0,Nao fez,1378.48,Arrojado,0.7231,1,Francisco Aurelio,0
291,1484,1,18/7/2019,BA,1,Fundamental,1600.0,Arrojado,0.6801,1,Elisabeth Santos,0
292,795,0,14/10/1945,MG,0,Nao fez,1154.88,Moderado,0.4436,1,Marco Targino,0
293,66,0,17/6/1960,AC,0,Mestrado,8290.24,Moderado,0.4804,1,,0
294,2117,0,27/12/1946,BA,1,Doutorado,6400.0,,0.0643,1,Antonio Nazare,0
295,1143,0,5/4/1948,MG,1,Doutorado,6400.0,Conservador,0.7441,1,Silvio Aurelio,0
296,1525,1,17/11/1952,RJ,1,Graducao,4000.0,Conservador,0.3632,1,Gabriela Aurelio,0
297,275,0,7/2/2021,CE,1,Graducao,4000.0,,0.1411,1,Isaac Akuma,0
298,1156,0,25/12/1996,CE,1,MBA,4800.0,Moderado,0.7145,1,Antonio Asimov,0
299,151,1,21/9/1955,MG,0,Pos Doutorado,11055.6,Conservador,0.5355,1,Ana Nazare,0
300,463,0,4/8/1941,BA,1,Graducao,4000.0,Moderado,0.6479,1,Guilherme Bardeen,0
301,1971,1,13/3/1984,SP,0,Doutorado,11445.12,Conservador,0.7883,1,Carlota Assis,0
302,1228,1,14/3/1939,RJ,1,Tecnologo,3200.0,Moderado,0.0732,1,Isabel Yamato,0
303,486,0,21/7/2003,SP,0,Mestrado,6254.64,,0.1169,1,Andre Froszen,0
304,1005,1,17/12/2004,BA,0,Doutorado,7251.84,Conservador,0.1331,1,Irene Targino,0
305,2448,0,21/8/1942,BA,1,Tecnologo,3200.0,Arrojado,0.7615,1,,0
306,317,1,2/9/1999,RJ,1,Pos Doutorado,7200.0,Moderado,0.3206,1,,0
307,1624,1,2/4/2014,SP,0,Mestrado,6360.48,Arrojado,0.1358,1,Julia Assis,0
308,2471,1,18/2/1949,BA,1,Nao fez,800.0,Moderado,0.0018,1,Irene Froszen,0
309,2196,0,1/7/2012,BA,0,Mestrado,8361.92,Arrojado,0.4932,1,Silvio Santos,0
310,301,1,3/4/1966,BA,1,Mestrado,5600.0,Arrojado,0.6167,1,Antonieta Nazare,0
311,1069,0,16/12/1960,MG,1,Fundamental,1600.0,Arrojado,0.0519,1,Alberto Bardeen,0
312,1400,1,26/3/1996,AC,1,Mestrado,5600.0,Moderado,0.0266,1,Isabel Yamato,0
313,1691,1,27/12/1970,RJ,1,Doutorado,6400.0,Arrojado,0.3345,1,Gabriela Froszen,0
314,1228,0,11/7/1970,RJ,1,Tecnologo,3200.0,,0.7929,1,Rafael Santos,0
315,375,0,20/7/2016,RJ,1,MBA,4800.0,,0.7645,1,Kant Asimov,0
316,2028,0,11/11/2003,SP,0,Tecnologo,3945.6,Moderado,0.233,1,Kobe Bardeen,0
317,1119,1,4/1/1955,MG,0,Pos Doutorado,10871.28,Moderado,0.5099,1,,0
318,1072,1,16/8/1936,CE,1,Mestrado,5600.0,Arrojado,0.749,1,Elisabeth Buda,0
319,876,0,19/9/1982,MG,0,Doutorado,11066.88,Conservador,0.7292,1,,0
320,1936,1,11/5/2020,BA,0,MBA,6479.04,Arrojado,0.3498,1,Isabel Bardeen,0
321,2333,1,12/2/1984,AC,1,Tecnologo,3200.0,,0.4446,1,Ana Nazare,0
322,679,1,27/1/1967,AC,1,Doutorado,6400.0,,0.3145,1,Ana Akuma,0
323,1966,1,17/3/1948,AC,1,Nao fez,800.0,,0.1253,1,Ana Froszen,0
324,703,0,23/12/1954,SP,1,Medio,2400.0,Moderado,0.0869,1,John Bryant,0
325,564,0,1/10/2005,SP,1,MBA,4800.0,Moderado,0.6796,1,Marco Aurelio,0
326,2100,0,15/8/2013,SP,0,Tecnologo,5164.8,Conservador,0.614,1,Kant Nazare,0
327,1939,0,28/9/1932,CE,1,Graducao,4000.0,Arrojado,0.521,1,Marco Bardeen,0
328,664,1,14/10/1990,AC,1,Tecnologo,3200.0,,0.1074,1,Maria Yamato,0
329,1767,0,18/4/1946,SP,0,Doutorado,6530.56,Conservador,0.0204,1,Rafael Santos,0
330,344,0,11/4/1969,SP,1,MBA,4800.0,Conservador,0.5449,1,John Bryant,0
331,2027,1,6/9/1945,SP,1,Nao fez,800.0,Moderado,0.2045,1,Elisabeth Targino,0
332,1972,0,25/4/1991,SP,1,Doutorado,6400.0,,0.0977,1,Kobe Santos,0
333,1066,1,20/3/1956,BA,1,Nao fez,800.0,Moderado,0.6547,1,Gabriela Yamato,0
334,2340,0,20/6/2019,RJ,0,MBA,6319.68,,0.3166,1,Marco Asimov,0
335,357,0,7/3/1991,BA,0,MBA,6661.92,Conservador,0.3879,1,Antonio Froszen,0
336,144,0,21/5/1937,AC,0,Pos Doutorado,8079.84,Arrojado,0.1222,1,Guilherme Asimov,0
337,168,1,18/5/1945,BA,1,Graducao,4000.0,Arrojado,0.5023,1,Irene Nazare,0
338,1836,1,26/12/1931,CE,1,Graducao,4000.0,,0.1035,1,Ana Froszen,0
339,1283,1,16/4/1936,AC,0,Mestrado,9859.36,Conservador,0.7606,1,,0
340,2309,0,28/3/1988,BA,1,Doutorado,6400.0,Conservador,0.3479,1,Vlad Asimov,0
341,417,1,16/5/1980,CE,0,Graducao,6248.8,Conservador,0.5622,1,,0
342,1980,1,25/1/2016,SP,1,Medio,2400.0,Arrojado,0.0115,1,,0
343,1912,1,7/4/2004,RJ,0,Medio,3375.12,Conservador,0.4063,1,Maria Targino,0
344,1800,1,2/3/1934,SP,0,Doutorado,11121.28,Arrojado,0.7377,1,Maria Assis,0
345,440,0,27/4/1948,BA,0,Nao fez,826.24,,0.0328,1,Andre Nazare,0
346,563,1,20/4/2010,SP,1,Mestrado,5600.0,,0.6609,1,Maria Bryant,0
347,367,0,15/1/1979,SP,0,Tecnologo,3943.36,Conservador,0.2323,1,,0
348,608,1,28/1/1985,CE,0,MBA,6276.48,Conservador,0.3076,1,Julia Yamato,0
349,478,0,27/2/1959,SP,1,MBA,4800.0,Conservador,0.503,1,Marco Yamato,0
350,1379,1,28/5/1935,MG,1,Pos Doutorado,7200.0,Moderado,0.1944,1,Elisabeth Aurelio,0
351,700,1,7/12/2015,MG,1,Fundamental,1600.0,,0.6658,1,,0
352,2108,1,6/1/1939,RJ,1,Fundamental,1600.0,Moderado,0.1149,1,Elisabeth Aurelio,0
353,1119,0,5/10/2007,MG,0,Pos Doutorado,12669.84,Moderado,0.7597,1,Andre Akuma,0
354,2342,0,3/2/1994,SP,0,Graducao,6304.8,Moderado,0.5762,1,Guilherme Assis,0
355,2068,1,5/6/2003,AC,0,Nao fez,880.56,,0.1007,1,Isabel Targino,0
356,1150,1,16/2/1975,BA,1,Graducao,4000.0,Moderado,0.6332,1,Isabel Aurelio,0
357,1361,0,25/1/1970,MG,1,MBA,4800.0,Conservador,0.5538,1,Francisco Froszen,0
358,2250,1,16/3/1970,SP,0,Medio,3439.92,,0.4333,1,Irene Santos,0
359,1883,1,18/2/1980,AC,0,Medio,4308.48,,0.7952,1,Isabel Buda,0
360,1603,0,24/11/1931,SP,0,Fundamental,1998.08,,0.2488,1,John Targino,0
361,1845,0,22/8/1990,BA,1,Medio,2400.0,Moderado,0.755,1,Vlad Buda,0
362,2064,1,28/1/1990,CE,0,Nao fez,1256.08,Moderado,0.5701,1,Ana Yamato,0
363,609,1,20/10/1968,SP,0,Medio,3937.92,Arrojado,0.6408,1,Julia Froszen,0
364,2328,0,11/8/1949,RJ,0,Graducao,4989.6,Arrojado,0.2474,1,Guilherme Nazare,0
365,107,0,1/2/1989,BA,1,Mestrado,5600.0,Conservador,0.7981,1,Vlad Targino,0
366,2095,1,13/8/1975,CE,1,Fundamental,1600.0,Arrojado,0.6452,1,,0
367,1076,1,23/12/1954,BA,1,Graducao,4000.0,Conservador,0.667,1,Ana Bardeen,0
368,1728,1,21/3/1999,BA,0,Medio,3100.32,Moderado,0.2918,1,Irene Santos,0
369,2210,0,23/11/1951,SP,1,Mestrado,5600.0,Moderado,0.2445,1,Antonio Froszen,0
370,24,1,7/10/1945,BA,0,Nao fez,816.96,Arrojado,0.0212,1,Isabel Buda,0
371,789,1,27/2/1956,MG,1,Nao fez,800.0,Arrojado,0.4259,1,Carlota Bryant,0
372,1434,1,8/7/2021,RJ,0,Medio,2787.84,,0.1616,1,Antonieta Yamato,0
373,1082,1,1/10/1936,CE,0,Mestrado,9229.36,,0.6481,1,Isabel Froszen,0
374,2347,0,13/7/1972,BA,1,MBA,4800.0,,0.7607,1,John Santos,0
375,2063,1,6/4/1993,MG,1,Fundamental,1600.0,Conservador,0.3392,1,Irene Aurelio,0
376,815,1,19/3/1976,RJ,0,Medio,3056.4,Conservador,0.2735,1,Julia Aurelio,0
377,538,1,12/3/1971,MG,1,Fundamental,1600.0,,0.6803,1,Isabel Akuma,0
378,977,1,23/7/1943,AC,0,Pos Doutorado,7207.2,Moderado,0.001,1,Isabel Bryant,0
379,1892,1,10/3/1965,MG,1,Medio,2400.0,Moderado,0.0392,1,Antonieta Yamato,0
380,1543,0,15/10/1947,BA,0,Tecnologo,4868.48,,0.5214,1,Vlad Yamato,0
381,2391,0,21/4/1942,CE,0,Graducao,4265.2,Moderado,0.0663,1,Silvio Bardeen,0
382,348,0,10/3/1955,BA,1,Mestrado,5600.0,Moderado,0.2819,1,Marco Froszen,0
383,435,1,5/6/1953,SP,1,Tecnologo,3200.0,Conservador,0.7649,1,Gabriela Yamato,0
384,375,0,28/1/1941,BA,0,Nao fez,1312.24,Arrojado,0.6403,1,Kobe Akuma,0
385,875,1,27/8/2012,MG,1,Pos Doutorado,7200.0,Moderado,0.6056,1,Antonieta Bryant,0
386,865,0,21/9/1990,SP,0,Doutorado,7239.68,,0.1312,1,Guilherme Buda,0
387,1200,0,1/10/1947,CE,0,Mestrado,7619.36,Arrojado,0.3606,1,John Asimov,0
388,1971,1,27/3/2012,CE,1,MBA,4800.0,,0.0725,1,Elisabeth Froszen,0
389,2111,0,23/4/1952,MG,0,Tecnologo,3879.04,Arrojado,0.2122,1,Andre Nazare,0
390,811,1,24/5/1955,MG,0,Fundamental,1782.4,Conservador,0.114,1,Ana Bardeen,0
391,92,0,8/2/2007,RJ,0,Nao fez,1023.44,,0.2793,1,Guilherme Akuma,0
392,2404,0,19/3/1944,SP,1,Mestrado,5600.0,Arrojado,0.2482,1,Andre Targino,0
393,1287,0,4/4/1939,AC,0,Pos Doutorado,8270.64,,0.1487,1,,0
394,434,1,2/11/1943,BA,0,Pos Doutorado,10715.76,,0.4883,1,,0
395,803,0,6/6/1951,CE,1,Doutorado,6400.0,Conservador,0.4067,1,Antonio Bardeen,0
396,216,1,6/1/1981,CE,1,Nao fez,800.0,Arrojado,0.4488,1,Julia Targino,0
397,595,0,25/12/1940,BA,0,Medio,3291.12,Conservador,0.3713,1,John Buda,0
398,1672,1,11/10/2017,MG,1,Nao fez,800.0,Conservador,0.6582,1,Antonieta Akuma,0
399,1554,1,18/3/1931,SP,0,Pos Doutorado,11576.88,Conservador,0.6079,1,Isabel Bryant,0
400,1296,0,21/7/1968,BA,1,Doutorado,6400.0,Arrojado,0.0527,1,Alberto Buda,0
401,2239,1,25/6/1934,MG,1,Doutorado,6400.0,Arrojado,0.4013,1,Isabel Buda,0
402,1122,1,13/3/1964,BA,1,Pos Doutorado,7200.0,Conservador,0.3731,1,Carlota Yamato,0
403,1055,0,15/2/1948,MG,0,Fundamental,1783.2,,0.1145,1,Kobe Yamato,0
404,223,0,2/5/1993,AC,1,Pos Doutorado,7200.0,,0.4774,1,Alberto Santos,0
405,242,1,16/12/1943,SP,0,Medio,2690.16,,0.1209,1,,0
406,2218,0,20/4/1954,AC,0,Pos Doutorado,7588.8,,0.054,1,Silvio Froszen,0
407,139,1,24/10/1982,CE,1,Doutorado,6400.0,Conservador,0.517,1,Irene Akuma,0
408,171,1,25/11/1983,SP,0,Medio,3920.16,,0.6334,1,Maria Nazare,0
409,2152,0,6/4/1987,CE,1,Medio,2400.0,Conservador,0.1603,1,Rafael Akuma,0
410,1006,0,7/12/1977,RJ,1,Medio,2400.0,Arrojado,0.2275,1,,0
411,930,0,10/1/1934,SP,0,Medio,4200.96,Moderado,0.7504,1,,0
412,1596,0,17/9/1962,SP,0,Graducao,5188.4,,0.2971,1,Silvio Froszen,0
413,180,0,8/3/1957,RJ,0,Doutorado,9154.56,Conservador,0.4304,1,,0
414,787,0,5/9/1986,BA,1,Tecnologo,3200.0,Arrojado,0.0612,1,Marco Asimov,0
415,1563,0,28/10/1933,BA,0,Mestrado,6801.2,Conservador,0.2145,1,Francisco Nazare,0
416,1834,0,7/6/1981,MG,0,Pos Doutorado,12900.96,Arrojado,0.7918,1,Kant Targino,0
417,2042,1,4/11/1995,SP,1,Medio,2400.0,Arrojado,0.6234,1,Gabriela Nazare,0
418,1829,0,14/1/1931,SP,1,Nao fez,800.0,Moderado,0.1075,1,Andre Bryant,0
419,794,0,21/7/2001,MG,1,Medio,2400.0,Conservador,0.6717,1,John Buda,0
420,1237,1,4/7/1981,BA,1,Nao fez,800.0,Arrojado,0.3538,1,,0
421,590,1,2/3/1966,CE,0,Mestrado,6965.28,Arrojado,0.2438,1,Elisabeth Yamato,0
422,363,0,27/4/1943,SP,1,MBA,4800.0,Conservador,0.65,1,,0
423,987,0,10/2/1960,AC,0,Medio,3082.08,,0.2842,1,Marco Aurelio,0
424,1016,0,2/11/2008,MG,1,Tecnologo,3200.0,Moderado,0.6748,1,Francisco Nazare,0
425,1717,1,19/12/1977,RJ,1,Doutorado,6400.0,Arrojado,0.0542,1,Ana Targino,0
426,419,0,8/3/2005,SP,1,Mestrado,5600.0,Conservador,0.2596,1,Marco Bryant,0
427,73,1,21/4/1969,BA,0,Tecnologo,5315.84,,0.6612,1,,0
428,871,1,1/3/1962,CE,1,Graducao,4000.0,Conservador,0.2851,1,Gabriela Assis,0
429,254,1,1/1/1949,BA,1,MBA,4800.0,Arrojado,0.6893,1,Julia Buda,0
430,647,1,28/6/2012,MG,1,Tecnologo,3200.0,Arrojado,0.5674,1,Julia Bryant,0
431,1385,1,8/11/1964,BA,1,Doutorado,6400.0,Moderado,0.766,1,Gabriela Bryant,0
432,1064,0,14/12/1951,BA,1,Nao fez,800.0,Arrojado,0.4111,1,Antonio Asimov,0
433,1227,0,21/8/1956,AC,1,Mestrado,5600.0,Moderado,0.128,1,Guilherme Nazare,0
434,1376,0,6/10/1968,RJ,1,Doutorado,6400.0,,0.7517,1,Francisco Buda,0
435,1896,1,1/1/2018,MG,0,Medio,3482.16,Arrojado,0.4509,1,Isabel Aurelio,0
436,2262,1,6/8/1947,MG,0,Graducao,4776.0,Moderado,0.194,1,,0
437,2081,0,11/12/1999,CE,1,Pos Doutorado,7200.0,Arrojado,0.7735,1,John Bardeen,0
438,1730,0,2/6/2006,MG,1,Nao fez,800.0,Conservador,0.7878,1,Marco Yamato,0
439,1082,0,11/2/1998,BA,1,Mestrado,5600.0,,0.3219,1,Francisco Bryant,0
440,2249,0,13/5/1995,SP,1,Medio,2400.0,Conservador,0.6091,1,Marco Bardeen,0
441,1375,1,26/3/1965,CE,0,Nao fez,1327.52,Arrojado,0.6594,1,Ana Bardeen,0
442,1635,0,28/4/1984,AC,0,Graducao,4148.4,Moderado,0.0371,1,Isaac Froszen,0
443,2109,0,27/2/1958,CE,0,Doutorado,10197.12,Arrojado,0.5933,1,Rafael Santos,0
444,2483,1,24/5/1941,RJ,1,Pos Doutorado,7200.0,Moderado,0.3505,1,,0
445,1291,0,13/12/1941,BA,1,Pos Doutorado,7200.0,,0.3791,1,Andre Santos,0
446,598,1,10/7/2005,CE,0,MBA,6002.88,Conservador,0.2506,1,,0
447,623,1,22/7/1934,MG,0,Nao fez,1420.08,Moderado,0.7751,1,Irene Santos,0
448,38,1,20/9/2019,BA,1,Nao fez,800.0,Moderado,0.6413,1,,0
449,2189,0,25/8/1998,CE,1,Mestrado,5600.0,,0.4408,1,Guilherme Bardeen,0
450,2141,0,6/11/1942,BA,1,Graducao,4000.0,Arrojado,0.45,1,Kobe Froszen,0
451,1662,0,19/10/1967,BA,1,Fundamental,1600.0,,0.6381,1,Kobe Akuma,0
452,1788,0,23/11/1940,SP,0,Doutorado,6764.16,Arrojado,0.0569,1,,0
453,2459,1,6/11/1973,AC,1,Doutorado,6400.0,,0.3741,1,Antonieta Assis,0
454,1088,1,9/6/1958,BA,1,Mestrado,5600.0,,0.3294,1,Irene Aurelio,0
455,449,0,10/8/1971,AC,0,MBA,5500.32,Conservador,0.1459,1,Alberto Nazare,0
456,639,1,15/3/1988,RJ,1,Pos Doutorado,7200.0,Conservador,0.2198,1,Maria Bryant,0
457,1494,1,6/4/1957,CE,1,Mestrado,5600.0,Moderado,0.4997,1,,0
458,1596,0,21/10/1938,MG,0,MBA,7931.52,,0.6524,1,Francisco Asimov,0
459,1856,1,10/11/1947,BA,1,Medio,2400.0,Arrojado,0.6225,1,Antonieta Bryant,0
460,2318,0,14/12/1939,BA,0,Fundamental,2751.84,Arrojado,0.7199,1,Kobe Nazare,0
461,1537,0,1/12/1990,SP,0,Pos Doutorado,9057.6,,0.258,1,,0
462,761,0,10/6/2016,BA,0,Nao fez,1432.48,Conservador,0.7906,1,,0
463,1320,0,13/12/1988,SP,1,Mestrado,5600.0,Conservador,0.18,1,Rafael Buda,0
464,1978,1,26/1/1945,CE,1,MBA,4800.0,Moderado,0.7573,1,Elisabeth Froszen,0
465,261,1,15/9/1965,SP,1,MBA,4800.0,,0.1475,1,Julia Targino,0
466,144,1,7/4/2021,RJ,1,Doutorado,6400.0,,0.2001,1,Isabel Assis,0
467,125,1,11/6/1934,BA,1,Fundamental,1600.0,Conservador,0.7045,1,Irene Assis,0
468,1536,0,4/2/1981,AC,1,Tecnologo,3200.0,Arrojado,0.0226,1,,0
469,573,1,9/7/2013,MG,1,Medio,2400.0,Moderado,0.7818,1,Maria Akuma,0
470,907,1,3/1/1938,AC,1,MBA,4800.0,Arrojado,0.6265,1,Irene Buda,0
471,410,1,4/2/1955,SP,1,Mestrado,5600.0,,0.0573,1,Carlota Aurelio,0
472,981,0,24/1/1965,SP,0,Fundamental,1991.84,Conservador,0.2449,1,Alberto Nazare,0
473,1219,0,13/3/1941,AC,1,Graducao,4000.0,Arrojado,0.6468,1,Vlad Froszen,0
474,698,1,2/12/2001,MG,0,Fundamental,2681.92,Conservador,0.6762,1,Irene Yamato,0
475,108,1,20/6/2001,AC,1,Medio,2400.0,Arrojado,0.4678,1,Maria Akuma,0
476,780,0,24/12/2002,RJ,1,Nao fez,800.0,Conservador,0.0187,1,Kobe Aurelio,0
477,990,0,19/7/1984,SP,1,Fundamental,1600.0,Moderado,0.4377,1,,0
478,673,0,21/10/1969,RJ,1,Doutorado,6400.0,Conservador,0.7825,1,Antonio Santos,0
479,1328,0,23/11/1989,MG,0,MBA,8595.36,Conservador,0.7907,1,Marco Assis,0
480,1552,1,26/4/1969,AC,0,Graducao,6312.8,Moderado,0.5782,1,Carlota Asimov,0
481,814,1,20/1/1981,AC,1,MBA,4800.0,Conservador,0.7781,1,Julia Santos,0
482,303,0,10/2/1962,CE,0,Fundamental,1709.76,Conservador,0.0686,1,Isaac Froszen,0
483,1871,1,10/4/1982,BA,1,Pos Doutorado,7200.0,Moderado,0.5721,1,Carlota Bardeen,0
484,514,1,9/6/1981,BA,1,Graducao,4000.0,Moderado,0.1655,1,Ana Aurelio,0
485,1358,1,26/12/1975,RJ,0,Graducao,5906.0,Arrojado,0.4765,1,Elisabeth Yamato,0
486,1869,0,17/12/1955,AC,0,Fundamental,2115.2,Moderado,0.322,1,Silvio Yamato,0
487,2298,0,23/9/1946,SP,0,Medio,2625.36,,0.0939,1,Marco Bardeen,0
488,2425,1,26/7/1936,CE,1,Fundamental,1600.0,,0.0783,1,Antonieta Nazare,0
489,945,0,1/3/1984,MG,1,Nao fez,800.0,Conservador,0.618,1,Kobe Bardeen,0
490,1902,1,1/6/1976,MG,0,Graducao,6434.8,Moderado,0.6087,1,Antonieta Nazare,0
491,62,1,7/7/2018,MG,1,Pos Doutorado,7200.0,Conservador,0.6304,1,Julia Santos,0
492,2339,1,15/9/1961,MG,1,Mestrado,5600.0,Moderado,0.5866,1,Ana Asimov,0
493,2087,1,2/6/1941,RJ,1,Pos Doutorado,7200.0,Arrojado,0.528,1,Irene Assis,0
494,2442,1,24/10/2008,SP,0,Nao fez,1434.64,Conservador,0.7933,1,Irene Aurelio,0
495,637,0,12/5/1994,CE,1,Nao fez,800.0,Conservador,0.5261,1,Antonio Nazare,0
496,2131,0,7/6/2001,BA,1,Pos Doutorado,7200.0,Conservador,0.4427,1,Guilherme Nazare,0
497,471,1,19/3/1956,CE,1,Fundamental,1600.0,Conservador,0.4981,1,Elisabeth Akuma,0
498,2061,0,6/9/1998,SP,0,Nao fez,1338.08,,0.6726,1,,0
499,1208,0,7/7/1999,SP,0,Tecnologo,3692.16,,0.1538,1,Guilherme Bardeen,0
500,572,1,16/8/1971,CE,1,Nao fez,800.0,,0.4114,1,Ana Aurelio,0
501,408,0,19/6/2017,SP,0,Pos Doutorado,11393.28,Conservador,0.5824,1,Rafael Assis,0
502,1157,1,22/6/1979,CE,0,Mestrado,7538.16,Conservador,0.3461,1,Ana Froszen,0
503,1395,1,18/6/1952,CE,0,Mestrado,9345.28,,0.6688,1,,0
504,2415,1,15/1/1955,MG,0,Tecnologo,5747.84,Conservador,0.7962,1,Isabel Santos,0
505,1771,0,1/5/2014,SP,1,Fundamental,1600.0,Arrojado,0.3977,1,Kobe Aurelio,0
506,746,1,18/10/1963,SP,0,Tecnologo,5599.36,Moderado,0.7498,1,Carlota Assis,0
507,773,1,22/5/2019,CE,0,MBA,7585.92,Conservador,0.5804,1,Julia Bardeen,0
508,1502,0,11/4/1963,AC,1,Doutorado,6400.0,Moderado,0.6107,1,Marco Assis,0
509,1671,0,14/5/1977,MG,0,MBA,6108.0,,0.2725,1,Kant Bryant,0
510,57,1,27/6/2009,BA,0,Nao fez,1008.32,Arrojado,0.2604,1,,0
511,1615,0,12/3/2011,CE,1,Mestrado,5600.0,Moderado,0.034,1,Kant Bardeen,0
512,1198,0,21/7/1983,BA,0,Medio,4261.68,Arrojado,0.7757,1,Marco Yamato,0
513,2101,1,21/12/1940,MG,0,Mestrado,9648.8,,0.723,1,,0
514,450,1,28/12/1955,AC,1,Fundamental,1600.0,Arrojado,0.278,1,Maria Nazare,0
515,14,1,24/8/1938,RJ,1,Graducao,4000.0,Arrojado,0.6076,1,Carlota Nazare,0
516,1062,1,8/12/1938,BA,0,Mestrado,8674.4,Moderado,0.549,1,Maria Akuma,0
517,1649,0,22/6/1961,MG,0,Graducao,6772.4,,0.6931,1,,0
518,958,1,15/7/1970,RJ,0,Fundamental,2117.12,Conservador,0.3232,1,Julia Assis,0
519,1891,1,23/2/1941,SP,1,Fundamental,1600.0,,0.7871,1,Gabriela Bryant,0
520,1124,0,27/3/1958,AC,1,Doutorado,6400.0,Arrojado,0.484,1,Vlad Akuma,0
521,2484,0,28/2/1980,RJ,1,Doutorado,6400.0,Arrojado,0.0571,1,Antonio Aurelio,0
522,538,1,21/6/1978,CE,0,Pos Doutorado,11785.68,Moderado,0.6369,1,Antonieta Targino,0
523,559,1,20/10/2020,BA,0,Tecnologo,3796.48,Conservador,0.1864,1,,0
524,1760,1,25/5/1941,CE,1,MBA,4800.0,,0.6124,1,,0
525,2369,1,6/1/1960,AC,1,Pos Doutorado,7200.0,Conservador,0.7714,1,,0
526,1778,1,23/7/2005,RJ,1,Fundamental,1600.0,Conservador,0.3244,1,Julia Santos,0
527,323,0,15/10/1950,CE,0,Fundamental,2225.76,Conservador,0.3911,1,,0
528,551,0,22/1/1940,CE,1,Fundamental,1600.0,Moderado,0.7491,1,Guilherme Santos,0
529,540,0,3/2/1957,MG,1,Graducao,4000.0,Arrojado,0.2112,1,Isaac Yamato,0
530,2188,1,18/6/1969,MG,1,MBA,4800.0,,0.3627,1,,0
531,330,0,25/7/1973,SP,1,Graducao,4000.0,Conservador,0.2139,1,Isaac Assis,0
532,99,1,7/8/1958,BA,0,Doutorado,9925.12,Conservador,0.5508,1,Maria Buda,0
533,2191,1,18/4/2020,SP,0,Tecnologo,4568.96,Moderado,0.4278,1,Ana Targino,0
534,1147,0,10/6/1969,AC,1,Nao fez,800.0,Arrojado,0.4652,1,Silvio Nazare,0
535,1346,1,7/7/1936,SP,1,Tecnologo,3200.0,Arrojado,0.4473,1,Ana Asimov,0
536,197,1,6/1/1984,SP,0,Tecnologo,5475.84,Arrojado,0.7112,1,Antonieta Akuma,0
537,1618,0,24/4/1977,AC,1,Tecnologo,3200.0,,0.2505,1,Marco Nazare,0
538,1371,0,3/9/1979,AC,1,Tecnologo,3200.0,Arrojado,0.1016,1,Guilherme Assis,0
539,2260,1,16/12/1965,MG,0,Doutorado,9151.36,Moderado,0.4299,1,,0
540,2235,1,5/1/1984,CE,1,Fundamental,1600.0,Conservador,0.3186,1,Elisabeth Santos,0
541,2111,0,6/5/1940,CE,1,Pos Doutorado,7200.0,Conservador,0.5613,1,John Santos,0
542,2044,0,22/10/1964,RJ,0,Nao fez,1248.24,,0.5603,1,Vlad Bryant,0
543,899,0,7/12/2021,SP,1,Tecnologo,3200.0,Conservador,0.3279,1,,0
544,1272,0,18/6/1991,SP,1,Tecnologo,3200.0,Moderado,0.4688,1,Marco Targino,0
545,2114,0,16/5/1983,CE,1,Fundamental,1600.0,,0.2592,1,John Aurelio,0
546,719,1,7/10/1934,MG,1,MBA,4800.0,Moderado,0.6213,1,Irene Asimov,0
547,920,1,25/5/1944,BA,0,MBA,7186.08,,0.4971,1,Isabel Assis,0
548,2303,0,14/12/2013,BA,0,Nao fez,1354.72,,0.6934,1,Silvio Buda,0
549,2038,1,10/1/2001,CE,1,Medio,2400.0,Conservador,0.5673,1,Maria Aurelio,0
550,1467,0,2/10/1958,SP,0,Graducao,4190.8,Arrojado,0.0477,1,Vlad Bryant,0
551,1271,1,20/8/1964,CE,1,MBA,4800.0,Moderado,0.0147,1,Elisabeth Froszen,0
552,1992,1,23/3/1966,AC,0,Doutorado,7901.44,,0.2346,1,,0
553,924,1,1/12/2021,BA,0,Doutorado,9047.04,,0.4136,1,Irene Akuma,0
