,idx,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone,percentage_save
221,221,2249,1,12/3/1997,RJ,0,Nao fez,1356.96,,0.6962,1,Gabriela Targino,0,0.0005130586015800023
222,222,1154,1,5/9/2007,AC,1,Medio,2400.0,Arrojado,0.6856,1,Maria Asimov,0,0.00028566666666666665
223,223,1882,0,20/1/1945,SP,1,MBA,4800.0,Conservador,0.6368,1,Andre Yamato,0,0.00013266666666666667
224,224,1974,0,2/4/1958,MG,0,Pos Doutorado,11995.92,,0.6661,1,Andre Assis,0,5.552721258561244e-05
225,225,788,1,9/11/2000,SP,1,Mestrado,5600.0,Arrojado,0.154,1,Isabel Targino,0,2.75e-05
226,226,1841,0,25/2/1939,BA,1,Doutorado,6400.0,Arrojado,0.42,1,Rafael Buda,0,6.5625e-05
227,227,772,0,5/8/1999,CE,0,Fundamental,2820.16,Arrojado,0.7626,1,Rafael Bardeen,0,0.00027041018949279473
228,228,1538,0,16/11/1959,MG,0,Mestrado,9527.84,,0.7014,1,Rafael Bardeen,0,7.361584577406842e-05
229,229,193,0,19/1/2006,MG,0,Doutorado,10721.28,Conservador,0.6752,1,Marco Nazare,0,6.297755491881567e-05
230,230,1220,1,18/8/1942,CE,1,Tecnologo,3200.0,Moderado,0.7326,1,Ana Assis,0,0.0002289375
231,231,119,1,26/5/2018,RJ,0,Tecnologo,4278.4,,0.337,1,Antonieta Akuma,0,7.876776364996261e-05
232,232,368,1,27/8/1951,AC,0,Fundamental,1853.92,Arrojado,0.1587,1,Irene Yamato,0,8.560239924052818e-05
233,233,1342,0,15/4/1951,MG,0,Doutorado,9584.0,Conservador,0.4975,1,Rafael Froszen,0,5.190943238731219e-05
234,234,1696,0,21/12/1949,MG,0,Nao fez,1382.64,,0.7283,1,Vlad Targino,0,0.0005267459353121564
235,235,1672,0,16/2/2017,MG,1,Graducao,4000.0,Conservador,0.2866,1,Guilherme Bardeen,0,7.165000000000001e-05
236,236,2023,1,15/10/1945,AC,1,Tecnologo,3200.0,Conservador,0.6374,1,,0,0.00019918749999999998
237,237,1079,0,9/5/1966,BA,1,Pos Doutorado,7200.0,Moderado,0.3644,1,Alberto Froszen,0,5.061111111111111e-05
238,238,559,0,24/10/1994,MG,0,Medio,3568.8,Arrojado,0.48700000000000004,1,,0,0.00013646043488007174
239,239,703,0,20/12/1972,BA,0,Graducao,5807.6,Arrojado,0.4519,1,Rafael Akuma,0,7.781183277085198e-05
240,240,449,0,12/9/1947,BA,0,Tecnologo,3273.28,Arrojado,0.0229,1,Silvio Bryant,0,6.996040668687066e-06
241,241,1691,0,26/6/1999,MG,1,Mestrado,5600.0,,0.1049,1,,0,1.8732142857142856e-05
242,242,1908,1,6/5/2008,RJ,1,MBA,4800.0,Arrojado,0.6008,1,Irene Santos,0,0.00012516666666666666
243,243,940,1,4/9/1980,BA,1,Graducao,4000.0,Conservador,0.4051,1,Carlota Nazare,0,0.00010127500000000001
244,244,2022,1,19/4/1969,RJ,0,Fundamental,2162.08,,0.3513,1,,0,0.00016248242433212462
245,245,603,0,16/5/2019,RJ,0,Fundamental,2099.36,,0.3121,1,Vlad Akuma,0,0.0001486643548510022
246,246,2267,1,28/12/1950,CE,1,Pos Doutorado,7200.0,,0.762,1,Ana Aurelio,0,0.00010583333333333334
247,247,438,1,3/5/2007,AC,0,Mestrado,9321.76,Arrojado,0.6646,1,Antonieta Targino,0,7.129554933832238e-05
248,248,1551,0,24/1/1959,CE,1,Medio,2400.0,,0.0927,1,Kobe Yamato,0,3.8625000000000004e-05
249,249,2465,1,25/6/1975,AC,1,Pos Doutorado,7200.0,Conservador,0.7569,1,Elisabeth Targino,0,0.00010512500000000001
250,250,1093,0,25/8/1985,MG,0,Graducao,5607.2,Arrojado,0.4018,1,Kant Buda,0,7.165786845484377e-05
251,251,2376,0,7/2/2003,CE,1,Doutorado,6400.0,Moderado,0.7076,1,Vlad Buda,0,0.0001105625
252,252,1619,1,15/9/1959,RJ,1,Medio,2400.0,Moderado,0.0425,1,Antonieta Bryant,0,1.7708333333333335e-05
253,253,2306,1,12/2/1964,SP,1,Nao fez,800.0,Arrojado,0.6866,1,Gabriela Bryant,0,0.00085825
254,254,507,1,16/9/1997,CE,0,Tecnologo,4511.68,,0.4099,1,Antonieta Bardeen,0,9.085307468614795e-05
255,255,2286,0,27/5/2007,MG,1,Doutorado,6400.0,Moderado,0.5038,1,Kant Froszen,0,7.871875e-05
256,256,533,0,17/3/1992,RJ,1,MBA,4800.0,Moderado,0.65,1,Andre Buda,0,0.00013541666666666666
257,257,1109,1,27/6/1954,MG,0,Pos Doutorado,9056.88,Moderado,0.2579,1,,0,2.8475589827843587e-05
258,258,1026,0,4/2/1966,CE,0,Doutorado,9776.64,Conservador,0.5276,1,Silvio Assis,0,5.396537051584184e-05
259,259,1410,0,19/8/1987,SP,0,Doutorado,8300.8,Moderado,0.297,1,Guilherme Froszen,0,3.5779683885890515e-05
260,260,507,1,1/5/1945,BA,0,MBA,6487.68,Arrojado,0.3516,1,Elisabeth Assis,0,5.419502811482687e-05
261,261,179,1,5/9/1932,BA,0,Medio,4110.0,Conservador,0.7125,1,Elisabeth Yamato,0,0.00017335766423357666
262,262,1489,1,5/12/1997,SP,0,Pos Doutorado,11973.6,,0.6629999999999999,1,Elisabeth Nazare,0,5.537181799959911e-05
263,263,1840,0,9/4/1975,RJ,1,Doutorado,6400.0,,0.7674,1,John Targino,0,0.00011990624999999999
264,264,1048,0,4/9/1957,MG,0,Pos Doutorado,7809.84,Moderado,0.0847,1,Isaac Targino,0,1.0845292605226228e-05
265,265,507,1,13/8/1980,AC,0,Pos Doutorado,9074.88,Arrojado,0.2604,1,Irene Assis,0,2.869459430868508e-05
266,266,934,1,2/1/2013,MG,1,Graducao,4000.0,Moderado,0.5065,1,Ana Aurelio,0,0.00012662499999999997
267,267,2468,1,12/4/1993,RJ,0,MBA,5479.68,Conservador,0.1416,1,Irene Bryant,0,2.584092501751927e-05
268,268,321,1,20/3/1997,RJ,1,Medio,2400.0,Arrojado,0.6789,1,Antonieta Aurelio,0,0.000282875
269,269,2200,1,6/11/1980,AC,1,Pos Doutorado,7200.0,Conservador,0.5789,1,,0,8.040277777777778e-05
270,270,777,0,28/2/1972,AC,1,Pos Doutorado,7200.0,Moderado,0.3167,1,Guilherme Froszen,0,4.398611111111111e-05
271,271,1698,0,11/8/2007,AC,1,Graducao,4000.0,Conservador,0.1564,1,Silvio Bardeen,0,3.91e-05
272,272,1937,1,13/12/1938,BA,1,Doutorado,6400.0,Moderado,0.6982,1,Carlota Bardeen,0,0.00010909375
273,273,2090,1,13/1/1985,SP,0,Doutorado,11157.12,,0.7433,1,,0,6.662113520334996e-05
274,274,1284,0,24/2/2006,CE,0,Mestrado,7860.72,Arrojado,0.4037,1,Guilherme Targino,0,5.135661873212632e-05
275,275,822,1,17/12/2000,MG,0,Mestrado,5633.6,,0.006,1,Elisabeth Froszen,0,1.0650383413802897e-06
276,276,340,0,8/3/1982,MG,1,MBA,4800.0,Arrojado,0.6192,1,Isaac Asimov,0,0.000129
277,277,204,0,5/11/1989,BA,0,Tecnologo,3861.12,Conservador,0.2066,1,Antonio Assis,0,5.350779048566219e-05
278,278,574,1,2/1/1949,BA,0,Pos Doutorado,10077.12,,0.3996,1,Elisabeth Akuma,0,3.965418691054587e-05
279,279,2113,0,15/12/1976,AC,1,Tecnologo,3200.0,Arrojado,0.4019,1,Vlad Buda,0,0.00012559375
280,280,665,1,22/9/1951,BA,1,Tecnologo,3200.0,Moderado,0.4305,1,Carlota Santos,0,0.00013453125
281,281,1985,0,17/12/1965,AC,0,Graducao,6513.6,,0.6284,1,Kant Buda,0,9.647506755097027e-05
282,282,1649,1,1/8/1956,CE,0,Pos Doutorado,10099.44,,0.4027,1,Irene Bardeen,0,3.987349793651925e-05
283,283,890,0,17/5/1990,CE,1,Nao fez,800.0,Arrojado,0.7,1,Antonio Bardeen,0,0.0008749999999999999
284,284,2301,0,14/5/2002,BA,1,Tecnologo,3200.0,Arrojado,0.5185,1,Andre Targino,0,0.00016203124999999998
285,285,1023,1,6/5/1970,RJ,0,Fundamental,1789.12,Arrojado,0.1182,1,Ana Bryant,0,6.606599892684672e-05
286,286,412,1,12/8/1978,AC,0,MBA,7875.36,Conservador,0.6407,1,Irene Bryant,0,8.135501107250971e-05
287,287,1635,1,2/6/2021,SP,0,Medio,4012.08,,0.6717,1,,0,0.00016741939343183586
288,288,2056,1,20/1/1961,MG,0,Nao fez,1124.48,Conservador,0.4056,1,Gabriela Yamato,0,0.0003607000569151964
289,289,1030,1,7/1/1984,CE,0,Doutorado,9939.2,Conservador,0.5529999999999999,1,Maria Buda,0,5.563828074694139e-05
290,290,492,0,11/10/1956,SP,0,Nao fez,1378.48,Arrojado,0.7231,1,Francisco Aurelio,0,0.0005245632870988334
291,291,1484,1,18/7/2019,BA,1,Fundamental,1600.0,Arrojado,0.6801,1,Elisabeth Santos,0,0.00042506250000000004
292,292,795,0,14/10/1945,MG,0,Nao fez,1154.88,Moderado,0.4436,1,Marco Targino,0,0.00038410917151565524
293,293,66,0,17/6/1960,AC,0,Mestrado,8290.24,Moderado,0.4804,1,,0,5.7947658933878875e-05
294,294,2117,0,27/12/1946,BA,1,Doutorado,6400.0,,0.0643,1,Antonio Nazare,0,1.0046874999999999e-05
295,295,1143,0,5/4/1948,MG,1,Doutorado,6400.0,Conservador,0.7441,1,Silvio Aurelio,0,0.000116265625
296,296,1525,1,17/11/1952,RJ,1,Graducao,4000.0,Conservador,0.3632,1,Gabriela Aurelio,0,9.080000000000001e-05
297,297,275,0,7/2/2021,CE,1,Graducao,4000.0,,0.1411,1,Isaac Akuma,0,3.5275000000000004e-05
298,298,1156,0,25/12/1996,CE,1,MBA,4800.0,Moderado,0.7145,1,Antonio Asimov,0,0.00014885416666666668
299,299,151,1,21/9/1955,MG,0,Pos Doutorado,11055.6,Conservador,0.5355,1,Ana Nazare,0,4.843699120807554e-05
300,300,463,0,4/8/1941,BA,1,Graducao,4000.0,Moderado,0.6479,1,Guilherme Bardeen,0,0.00016197500000000002
301,301,1971,1,13/3/1984,SP,0,Doutorado,11445.12,Conservador,0.7883,1,Carlota Assis,0,6.887651680366828e-05
302,302,1228,1,14/3/1939,RJ,1,Tecnologo,3200.0,Moderado,0.0732,1,Isabel Yamato,0,2.2875e-05
303,303,486,0,21/7/2003,SP,0,Mestrado,6254.64,,0.1169,1,Andre Froszen,0,1.8690124451607127e-05
304,304,1005,1,17/12/2004,BA,0,Doutorado,7251.84,Conservador,0.1331,1,Irene Targino,0,1.8353962580531286e-05
305,305,2448,0,21/8/1942,BA,1,Tecnologo,3200.0,Arrojado,0.7615,1,,0,0.00023796874999999998
306,306,317,1,2/9/1999,RJ,1,Pos Doutorado,7200.0,Moderado,0.3206,1,,0,4.452777777777778e-05
307,307,1624,1,2/4/2014,SP,0,Mestrado,6360.48,Arrojado,0.1358,1,Julia Assis,0,2.1350589892586727e-05
308,308,2471,1,18/2/1949,BA,1,Nao fez,800.0,Moderado,0.0018,1,Irene Froszen,0,2.25e-06
309,309,2196,0,1/7/2012,BA,0,Mestrado,8361.92,Arrojado,0.4932,1,Silvio Santos,0,5.8981669281696074e-05
310,310,301,1,3/4/1966,BA,1,Mestrado,5600.0,Arrojado,0.6167,1,Antonieta Nazare,0,0.00011012500000000001
311,311,1069,0,16/12/1960,MG,1,Fundamental,1600.0,Arrojado,0.0519,1,Alberto Bardeen,0,3.24375e-05
312,312,1400,1,26/3/1996,AC,1,Mestrado,5600.0,Moderado,0.0266,1,Isabel Yamato,0,4.749999999999999e-06
313,313,1691,1,27/12/1970,RJ,1,Doutorado,6400.0,Arrojado,0.3345,1,Gabriela Froszen,0,5.2265625000000005e-05
314,314,1228,0,11/7/1970,RJ,1,Tecnologo,3200.0,,0.7929,1,Rafael Santos,0,0.00024778125
315,315,375,0,20/7/2016,RJ,1,MBA,4800.0,,0.7645,1,Kant Asimov,0,0.0001592708333333333
316,316,2028,0,11/11/2003,SP,0,Tecnologo,3945.6,Moderado,0.233,1,Kobe Bardeen,0,5.905312246553123e-05
317,317,1119,1,4/1/1955,MG,0,Pos Doutorado,10871.28,Moderado,0.5099,1,,0,4.690340051953404e-05
318,318,1072,1,16/8/1936,CE,1,Mestrado,5600.0,Arrojado,0.7490000000000001,1,Elisabeth Buda,0,0.00013375000000000003
319,319,876,0,19/9/1982,MG,0,Doutorado,11066.88,Conservador,0.7292,1,,0,6.589029609067777e-05
320,320,1936,1,11/5/2020,BA,0,MBA,6479.04,Arrojado,0.3498,1,Isabel Bardeen,0,5.3989479922951546e-05
321,321,2333,1,12/2/1984,AC,1,Tecnologo,3200.0,,0.4446,1,Ana Nazare,0,0.0001389375
322,322,679,1,27/1/1967,AC,1,Doutorado,6400.0,,0.3145,1,Ana Akuma,0,4.9140625000000004e-05
323,323,1966,1,17/3/1948,AC,1,Nao fez,800.0,,0.1253,1,Ana Froszen,0,0.000156625
324,324,703,0,23/12/1954,SP,1,Medio,2400.0,Moderado,0.0869,1,John Bryant,0,3.620833333333334e-05
325,325,564,0,1/10/2005,SP,1,MBA,4800.0,Moderado,0.6796,1,Marco Aurelio,0,0.00014158333333333332
326,326,2100,0,15/8/2013,SP,0,Tecnologo,5164.8,Conservador,0.614,1,Kant Nazare,0,0.0001188816604708798
327,327,1939,0,28/9/1932,CE,1,Graducao,4000.0,Arrojado,0.521,1,Marco Bardeen,0,0.00013025
328,328,664,1,14/10/1990,AC,1,Tecnologo,3200.0,,0.1074,1,Maria Yamato,0,3.3562499999999996e-05
329,329,1767,0,18/4/1946,SP,0,Doutorado,6530.56,Conservador,0.0204,1,Rafael Santos,0,3.1237749901999216e-06
330,330,344,0,11/4/1969,SP,1,MBA,4800.0,Conservador,0.5449,1,John Bryant,0,0.00011352083333333334
331,331,2027,1,6/9/1945,SP,1,Nao fez,800.0,Moderado,0.2045,1,Elisabeth Targino,0,0.000255625
332,332,1972,0,25/4/1991,SP,1,Doutorado,6400.0,,0.0977,1,Kobe Santos,0,1.5265625e-05
333,333,1066,1,20/3/1956,BA,1,Nao fez,800.0,Moderado,0.6547,1,Gabriela Yamato,0,0.000818375
334,334,2340,0,20/6/2019,RJ,0,MBA,6319.68,,0.3166,1,Marco Asimov,0,5.009747328978682e-05
335,335,357,0,7/3/1991,BA,0,MBA,6661.92,Conservador,0.3879,1,Antonio Froszen,0,5.822645723755314e-05
336,336,144,0,21/5/1937,AC,0,Pos Doutorado,8079.84,Arrojado,0.1222,1,Guilherme Asimov,0,1.5124061862611142e-05
337,337,168,1,18/5/1945,BA,1,Graducao,4000.0,Arrojado,0.5023,1,Irene Nazare,0,0.000125575
338,338,1836,1,26/12/1931,CE,1,Graducao,4000.0,,0.1035,1,Ana Froszen,0,2.5875e-05
339,339,1283,1,16/4/1936,AC,0,Mestrado,9859.36,Conservador,0.7606,1,,0,7.714496681326171e-05
340,340,2309,0,28/3/1988,BA,1,Doutorado,6400.0,Conservador,0.3479,1,Vlad Asimov,0,5.4359375e-05
341,341,417,1,16/5/1980,CE,0,Graducao,6248.8,Conservador,0.5622,1,,0,8.996927410062732e-05
342,342,1980,1,25/1/2016,SP,1,Medio,2400.0,Arrojado,0.0115,1,,0,4.791666666666667e-06
343,343,1912,1,7/4/2004,RJ,0,Medio,3375.12,Conservador,0.4063,1,Maria Targino,0,0.00012038090497523052
344,344,1800,1,2/3/1934,SP,0,Doutorado,11121.28,Arrojado,0.7377,1,Maria Assis,0,6.633229268573401e-05
345,345,440,0,27/4/1948,BA,0,Nao fez,826.24,,0.0328,1,Andre Nazare,0,3.969790859798606e-05
346,346,563,1,20/4/2010,SP,1,Mestrado,5600.0,,0.6609,1,Maria Bryant,0,0.00011801785714285714
347,347,367,0,15/1/1979,SP,0,Tecnologo,3943.36,Conservador,0.2323,1,,0,5.8909153615191105e-05
348,348,608,1,28/1/1985,CE,0,MBA,6276.48,Conservador,0.3076,1,Julia Yamato,0,4.90083613745284e-05
349,349,478,0,27/2/1959,SP,1,MBA,4800.0,Conservador,0.503,1,Marco Yamato,0,0.00010479166666666666
350,350,1379,1,28/5/1935,MG,1,Pos Doutorado,7200.0,Moderado,0.1944,1,Elisabeth Aurelio,0,2.7e-05
351,351,700,1,7/12/2015,MG,1,Fundamental,1600.0,,0.6658,1,,0,0.000416125
352,352,2108,1,6/1/1939,RJ,1,Fundamental,1600.0,Moderado,0.1149,1,Elisabeth Aurelio,0,7.18125e-05
353,353,1119,0,5/10/2007,MG,0,Pos Doutorado,12669.84,Moderado,0.7597,1,Andre Akuma,0,5.996129390742109e-05
354,354,2342,0,3/2/1994,SP,0,Graducao,6304.8,Moderado,0.5762,1,Guilherme Assis,0,9.1390686461109e-05
355,355,2068,1,5/6/2003,AC,0,Nao fez,880.56,,0.1007,1,Isabel Targino,0,0.00011435904424457164
356,356,1150,1,16/2/1975,BA,1,Graducao,4000.0,Moderado,0.6332,1,Isabel Aurelio,0,0.0001583
357,357,1361,0,25/1/1970,MG,1,MBA,4800.0,Conservador,0.5538,1,Francisco Froszen,0,0.00011537499999999999
358,358,2250,1,16/3/1970,SP,0,Medio,3439.92,,0.4333,1,Irene Santos,0,0.00012596223167980652
359,359,1883,1,18/2/1980,AC,0,Medio,4308.48,,0.7952,1,Isabel Buda,0,0.00018456625074272137
360,360,1603,0,24/11/1931,SP,0,Fundamental,1998.08,,0.2488,1,John Targino,0,0.00012451953875720692
361,361,1845,0,22/8/1990,BA,1,Medio,2400.0,Moderado,0.755,1,Vlad Buda,0,0.00031458333333333333
362,362,2064,1,28/1/1990,CE,0,Nao fez,1256.08,Moderado,0.5701,1,Ana Yamato,0,0.0004538723648175276
363,363,609,1,20/10/1968,SP,0,Medio,3937.92,Arrojado,0.6408,1,Julia Froszen,0,0.00016272549975621648
364,364,2328,0,11/8/1949,RJ,0,Graducao,4989.6,Arrojado,0.2474,1,Guilherme Nazare,0,4.958313291646625e-05
365,365,107,0,1/2/1989,BA,1,Mestrado,5600.0,Conservador,0.7981,1,Vlad Targino,0,0.00014251785714285714
366,366,2095,1,13/8/1975,CE,1,Fundamental,1600.0,Arrojado,0.6452,1,,0,0.00040325
367,367,1076,1,23/12/1954,BA,1,Graducao,4000.0,Conservador,0.667,1,Ana Bardeen,0,0.00016675000000000001
368,368,1728,1,21/3/1999,BA,0,Medio,3100.32,Moderado,0.2918,1,Irene Santos,0,9.411931671569386e-05
369,369,2210,0,23/11/1951,SP,1,Mestrado,5600.0,Moderado,0.2445,1,Antonio Froszen,0,4.366071428571429e-05
370,370,24,1,7/10/1945,BA,0,Nao fez,816.96,Arrojado,0.0212,1,Isabel Buda,0,2.5949862906384644e-05
371,371,789,1,27/2/1956,MG,1,Nao fez,800.0,Arrojado,0.4259,1,Carlota Bryant,0,0.000532375
372,372,1434,1,8/7/2021,RJ,0,Medio,2787.84,,0.1616,1,Antonieta Yamato,0,5.7966023875114776e-05
373,373,1082,1,1/10/1936,CE,0,Mestrado,9229.36,,0.6481,1,Isabel Froszen,0,7.022155382388377e-05
374,374,2347,0,13/7/1972,BA,1,MBA,4800.0,,0.7607,1,John Santos,0,0.00015847916666666669
375,375,2063,1,6/4/1993,MG,1,Fundamental,1600.0,Conservador,0.3392,1,Irene Aurelio,0,0.000212
376,376,815,1,19/3/1976,RJ,0,Medio,3056.4,Conservador,0.2735,1,Julia Aurelio,0,8.948436068577412e-05
377,377,538,1,12/3/1971,MG,1,Fundamental,1600.0,,0.6803,1,Isabel Akuma,0,0.0004251875
378,378,977,1,23/7/1943,AC,0,Pos Doutorado,7207.2,Moderado,0.001,1,Isabel Bryant,0,1.3875013875013875e-07
379,379,1892,1,10/3/1965,MG,1,Medio,2400.0,Moderado,0.0392,1,Antonieta Yamato,0,1.633333333333333e-05
380,380,1543,0,15/10/1947,BA,0,Tecnologo,4868.48,,0.5214,1,Vlad Yamato,0,0.00010709708163533588
381,381,2391,0,21/4/1942,CE,0,Graducao,4265.2,Moderado,0.0663,1,Silvio Bardeen,0,1.5544405889524525e-05
382,382,348,0,10/3/1955,BA,1,Mestrado,5600.0,Moderado,0.2819,1,Marco Froszen,0,5.033928571428571e-05
383,383,435,1,5/6/1953,SP,1,Tecnologo,3200.0,Conservador,0.7649,1,Gabriela Yamato,0,0.00023903125
384,384,375,0,28/1/1941,BA,0,Nao fez,1312.24,Arrojado,0.6403,1,Kobe Akuma,0,0.00048794427848564283
385,385,875,1,27/8/2012,MG,1,Pos Doutorado,7200.0,Moderado,0.6056,1,Antonieta Bryant,0,8.411111111111111e-05
386,386,865,0,21/9/1990,SP,0,Doutorado,7239.68,,0.1312,1,Guilherme Buda,0,1.8122347949080623e-05
387,387,1200,0,1/10/1947,CE,0,Mestrado,7619.36,Arrojado,0.3606,1,John Asimov,0,4.7326809600806365e-05
388,388,1971,1,27/3/2012,CE,1,MBA,4800.0,,0.0725,1,Elisabeth Froszen,0,1.5104166666666665e-05
389,389,2111,0,23/4/1952,MG,0,Tecnologo,3879.04,Arrojado,0.2122,1,Andre Nazare,0,5.470425672331299e-05
390,390,811,1,24/5/1955,MG,0,Fundamental,1782.4,Conservador,0.114,1,Ana Bardeen,0,6.395870736086175e-05
391,391,92,0,8/2/2007,RJ,0,Nao fez,1023.44,,0.2793,1,Guilherme Akuma,0,0.00027290315016024384
392,392,2404,0,19/3/1944,SP,1,Mestrado,5600.0,Arrojado,0.2482,1,Andre Targino,0,4.4321428571428574e-05
393,393,1287,0,4/4/1939,AC,0,Pos Doutorado,8270.64,,0.1487,1,,0,1.7979261580724104e-05
394,394,434,1,2/11/1943,BA,0,Pos Doutorado,10715.76,,0.4883,1,,0,4.5568396455314414e-05
395,395,803,0,6/6/1951,CE,1,Doutorado,6400.0,Conservador,0.4067,1,Antonio Bardeen,0,6.3546875e-05
396,396,216,1,6/1/1981,CE,1,Nao fez,800.0,Arrojado,0.4488,1,Julia Targino,0,0.000561
397,397,595,0,25/12/1940,BA,0,Medio,3291.12,Conservador,0.3713,1,John Buda,0,0.00011281873647876712
398,398,1672,1,11/10/2017,MG,1,Nao fez,800.0,Conservador,0.6582,1,Antonieta Akuma,0,0.00082275
399,399,1554,1,18/3/1931,SP,0,Pos Doutorado,11576.88,Conservador,0.6079,1,Isabel Bryant,0,5.2509829936908736e-05
400,400,1296,0,21/7/1968,BA,1,Doutorado,6400.0,Arrojado,0.0527,1,Alberto Buda,0,8.234375e-06
401,401,2239,1,25/6/1934,MG,1,Doutorado,6400.0,Arrojado,0.4013,1,Isabel Buda,0,6.2703125e-05
402,402,1122,1,13/3/1964,BA,1,Pos Doutorado,7200.0,Conservador,0.3731,1,Carlota Yamato,0,5.181944444444444e-05
403,403,1055,0,15/2/1948,MG,0,Fundamental,1783.2,,0.1145,1,Kobe Yamato,0,6.42104082548228e-05
404,404,223,0,2/5/1993,AC,1,Pos Doutorado,7200.0,,0.4774,1,Alberto Santos,0,6.630555555555555e-05
405,405,242,1,16/12/1943,SP,0,Medio,2690.16,,0.1209,1,,0,4.494156481398876e-05
406,406,2218,0,20/4/1954,AC,0,Pos Doutorado,7588.8,,0.054000000000000006,1,Silvio Froszen,0,7.115749525616699e-06
407,407,139,1,24/10/1982,CE,1,Doutorado,6400.0,Conservador,0.517,1,Irene Akuma,0,8.078125e-05
408,408,171,1,25/11/1983,SP,0,Medio,3920.16,,0.6334,1,Maria Nazare,0,0.00016157503775356108
409,409,2152,0,6/4/1987,CE,1,Medio,2400.0,Conservador,0.1603,1,Rafael Akuma,0,6.679166666666666e-05
410,410,1006,0,7/12/1977,RJ,1,Medio,2400.0,Arrojado,0.2275,1,,0,9.479166666666668e-05
411,411,930,0,10/1/1934,SP,0,Medio,4200.96,Moderado,0.7504,1,,0,0.00017862583790371724
412,412,1596,0,17/9/1962,SP,0,Graducao,5188.4,,0.2971,1,Silvio Froszen,0,5.726235448307763e-05
413,413,180,0,8/3/1957,RJ,0,Doutorado,9154.56,Conservador,0.4304,1,,0,4.7014821029082775e-05
414,414,787,0,5/9/1986,BA,1,Tecnologo,3200.0,Arrojado,0.0612,1,Marco Asimov,0,1.9125e-05
415,415,1563,0,28/10/1933,BA,0,Mestrado,6801.2,Conservador,0.2145,1,Francisco Nazare,0,3.1538552020231726e-05
416,416,1834,0,7/6/1981,MG,0,Pos Doutorado,12900.96,Arrojado,0.7918,1,Kant Targino,0,6.137527749872878e-05
417,417,2042,1,4/11/1995,SP,1,Medio,2400.0,Arrojado,0.6234,1,Gabriela Nazare,0,0.00025975
418,418,1829,0,14/1/1931,SP,1,Nao fez,800.0,Moderado,0.1075,1,Andre Bryant,0,0.000134375
419,419,794,0,21/7/2001,MG,1,Medio,2400.0,Conservador,0.6717,1,John Buda,0,0.00027987499999999996
420,420,1237,1,4/7/1981,BA,1,Nao fez,800.0,Arrojado,0.3538,1,,0,0.00044225
421,421,590,1,2/3/1966,CE,0,Mestrado,6965.28,Arrojado,0.2438,1,Elisabeth Yamato,0,3.5002182252544045e-05
422,422,363,0,27/4/1943,SP,1,MBA,4800.0,Conservador,0.65,1,,0,0.00013541666666666666
423,423,987,0,10/2/1960,AC,0,Medio,3082.08,,0.2842,1,Marco Aurelio,0,9.221045527695582e-05
424,424,1016,0,2/11/2008,MG,1,Tecnologo,3200.0,Moderado,0.6748,1,Francisco Nazare,0,0.000210875
425,425,1717,1,19/12/1977,RJ,1,Doutorado,6400.0,Arrojado,0.0542,1,Ana Targino,0,8.46875e-06
426,426,419,0,8/3/2005,SP,1,Mestrado,5600.0,Conservador,0.2596,1,Marco Bryant,0,4.635714285714286e-05
427,427,73,1,21/4/1969,BA,0,Tecnologo,5315.84,,0.6612,1,,0,0.00012438297616181073
428,428,871,1,1/3/1962,CE,1,Graducao,4000.0,Conservador,0.2851,1,Gabriela Assis,0,7.127500000000001e-05
429,429,254,1,1/1/1949,BA,1,MBA,4800.0,Arrojado,0.6893,1,Julia Buda,0,0.00014360416666666666
430,430,647,1,28/6/2012,MG,1,Tecnologo,3200.0,Arrojado,0.5674,1,Julia Bryant,0,0.0001773125
431,431,1385,1,8/11/1964,BA,1,Doutorado,6400.0,Moderado,0.7659999999999999,1,Gabriela Bryant,0,0.00011968749999999999
432,432,1064,0,14/12/1951,BA,1,Nao fez,800.0,Arrojado,0.4111,1,Antonio Asimov,0,0.000513875
433,433,1227,0,21/8/1956,AC,1,Mestrado,5600.0,Moderado,0.128,1,Guilherme Nazare,0,2.2857142857142858e-05
434,434,1376,0,6/10/1968,RJ,1,Doutorado,6400.0,,0.7517,1,Francisco Buda,0,0.000117453125
435,435,1896,1,1/1/2018,MG,0,Medio,3482.16,Arrojado,0.4509,1,Isabel Aurelio,0,0.00012948859328692537
436,436,2262,1,6/8/1947,MG,0,Graducao,4776.0,Moderado,0.19399999999999998,1,,0,4.061976549413735e-05
437,437,2081,0,11/12/1999,CE,1,Pos Doutorado,7200.0,Arrojado,0.7735,1,John Bardeen,0,0.00010743055555555555
438,438,1730,0,2/6/2006,MG,1,Nao fez,800.0,Conservador,0.7878,1,Marco Yamato,0,0.00098475
439,439,1082,0,11/2/1998,BA,1,Mestrado,5600.0,,0.3219,1,Francisco Bryant,0,5.748214285714286e-05
440,440,2249,0,13/5/1995,SP,1,Medio,2400.0,Conservador,0.6091,1,Marco Bardeen,0,0.00025379166666666665
441,441,1375,1,26/3/1965,CE,0,Nao fez,1327.52,Arrojado,0.6594,1,Ana Bardeen,0,0.0004967156803663974
442,442,1635,0,28/4/1984,AC,0,Graducao,4148.4,Moderado,0.0371,1,Isaac Froszen,0,8.943207019573812e-06
443,443,2109,0,27/2/1958,CE,0,Doutorado,10197.12,Arrojado,0.5933,1,Rafael Santos,0,5.818309483461997e-05
